Stokes,RMSE,CCC,Peak Err %,Deriv Corr
I,0.010293541655884728,0.9946011808278311,0.22999339000582347,0.977583359696273
Q,0.006493820247054608,0.44880142971727477,16.088346102012967,0.687662559313478
U,0.006130045027981819,0.4336118030791627,15.884351040704978,0.6704259859467343
V,0.007689577561313122,0.8211201568731,5.099635295161255,0.867817177988319
