Stokes,RMSE,CCC,Peak Err %,Deriv Corr
I,0.0009127510374055348,0.9960656965799976,0.016269462108142382,0.9999650019111074
Q,0.0005958430392714447,0.4620102903947846,2.5263416252445556,0.8029780334209047
U,0.0006096369428129919,0.44693686840730634,2.8787982010166093,0.7948154256728559
V,0.0007449600566074275,0.8293037511935603,0.8709603812071525,0.9097479929083043
