Stokes,RMSE,CCC,Peak Err %,Deriv Corr
I,0.01058910877936176,0.9945086394359417,0.2328459472781515,0.977383383553698
Q,0.004019778038312155,0.452187266825529,10.710597111226487,0.7173763555222653
U,0.0040737895497771895,0.4373038777969372,11.23833890821608,0.7043842511915699
V,0.007297515628208148,0.8215283612785068,5.612534012587023,0.8700198243926587
