Stokes,RMSE,CCC,Peak Err %,Deriv Corr
I,0.003336701089967664,0.9958934905969399,0.003686517661529563,0.9995178230140846
Q,0.007507463238733011,0.445686735560192,19.299003027089796,0.724210829399239
U,0.007447822802743692,0.4291266976088674,19.40804838812939,0.713659568194278
V,0.007070649313940735,0.8234802533431562,6.910798029397788,0.9045024345605485
